WELL DEPT GR MR DR SR NPHI RHOB DT VSH RW
LL-4	135.5	nan	nan	nan	nan	nan	nan	nan	nan	0.196898
LL-4	136.0	nan	nan	nan	nan	nan	nan	nan	nan	0.196868
LL-4	136.5	nan	nan	nan	nan	nan	nan	nan	nan	0.196837
LL-4	137.0	nan	nan	nan	nan	nan	nan	nan	nan	0.196807
LL-4	137.5	nan	nan	nan	nan	nan	nan	nan	nan	0.196777
LL-4	138.0	nan	nan	nan	nan	nan	nan	nan	nan	0.196746
LL-4	138.5	nan	nan	nan	nan	nan	nan	nan	nan	0.196716
LL-4	139.0	nan	nan	nan	nan	nan	nan	nan	nan	0.196686
LL-4	139.5	nan	nan	nan	nan	nan	nan	nan	nan	0.196656
LL-4	140.0	nan	nan	nan	nan	nan	nan	nan	nan	0.196626
LL-4	140.5	nan	nan	nan	nan	nan	nan	nan	nan	0.196595
LL-4	141.0	nan	nan	nan	nan	nan	nan	nan	nan	0.196565
LL-4	141.5	nan	nan	nan	nan	nan	nan	nan	nan	0.196535
LL-4	142.0	nan	nan	nan	nan	nan	nan	nan	nan	0.196505
LL-4	142.5	nan	nan	nan	nan	nan	nan	nan	nan	0.196475
LL-4	143.0	nan	nan	nan	nan	nan	nan	nan	nan	0.196444
LL-4	143.5	nan	nan	nan	nan	nan	nan	nan	nan	0.196414
LL-4	144.0	nan	nan	nan	nan	nan	nan	nan	nan	0.196384
LL-4	144.5	nan	nan	nan	nan	nan	nan	nan	nan	0.196354
LL-4	145.0	nan	nan	nan	nan	nan	nan	nan	nan	0.196324
LL-4	145.5	nan	nan	nan	nan	nan	nan	nan	nan	0.196294
LL-4	146.0	nan	nan	nan	nan	nan	nan	nan	nan	0.196264
LL-4	146.5	nan	nan	nan	nan	nan	nan	nan	nan	0.196234
LL-4	147.0	nan	nan	nan	nan	nan	nan	nan	nan	0.196204
LL-4	147.5	nan	nan	nan	nan	nan	nan	nan	nan	0.196173
LL-4	148.0	nan	nan	nan	nan	nan	nan	nan	nan	0.196143
LL-4	148.5	nan	nan	nan	nan	nan	nan	nan	nan	0.196113
LL-4	149.0	nan	nan	nan	nan	nan	nan	nan	nan	0.196083
LL-4	149.5	nan	nan	nan	nan	nan	nan	nan	nan	0.196053
LL-4	150.0	nan	nan	nan	nan	nan	nan	nan	nan	0.196023
LL-4	150.5	nan	nan	nan	nan	nan	nan	nan	nan	0.195993
LL-4	151.0	nan	nan	nan	nan	nan	nan	nan	nan	0.195963
LL-4	151.5	nan	nan	nan	nan	nan	nan	nan	nan	0.195933
LL-4	152.0	nan	nan	nan	nan	nan	nan	nan	nan	0.195903
LL-4	152.5	nan	nan	nan	nan	nan	nan	nan	nan	0.195873
LL-4	153.0	nan	nan	nan	nan	nan	nan	nan	nan	0.195843
LL-4	153.5	nan	nan	nan	nan	nan	nan	nan	nan	0.195813
LL-4	154.0	nan	nan	nan	nan	nan	nan	nan	nan	0.195783
LL-4	154.5	nan	nan	nan	nan	nan	nan	nan	nan	0.195753
LL-4	155.0	nan	nan	nan	nan	nan	nan	nan	nan	0.195723
